job,marital,education,default,age,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
management,married,tertiary,no,40,193,no,no,cellular,18,aug,105,6,-1,0,unknown,no
housemaid,divorced,tertiary,no,36,7296,yes,no,cellular,18,aug,108,6,-1,0,unknown,no
blue-collar,married,primary,no,45,419,no,no,cellular,18,aug,113,4,-1,0,unknown,no
management,single,tertiary,no,31,63,no,no,cellular,18,aug,161,7,-1,0,unknown,no
management,married,tertiary,no,35,750,yes,no,cellular,18,aug,233,12,-1,0,unknown,no
management,single,tertiary,no,36,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,yes
services,married,secondary,no,45,4971,no,no,cellular,18,aug,115,9,-1,0,unknown,no
management,married,tertiary,no,30,913,yes,no,cellular,18,aug,341,4,-1,0,unknown,no
blue-collar,married,primary,no,49,154,yes,no,cellular,18,aug,26,15,-1,0,unknown,no
self-employed,married,secondary,no,55,2678,no,yes,cellular,18,aug,151,12,-1,0,unknown,no
management,single,tertiary,no,30,13763,no,no,cellular,18,aug,313,3,-1,0,unknown,no
blue-collar,married,primary,no,45,907,no,no,cellular,18,aug,230,8,-1,0,unknown,no
retired,married,secondary,no,60,262,no,no,cellular,18,aug,393,4,-1,0,unknown,no
blue-collar,married,primary,no,56,2442,no,yes,cellular,18,aug,111,7,-1,0,unknown,no
management,married,secondary,no,58,37,no,no,cellular,18,aug,84,11,-1,0,unknown,no
blue-collar,married,secondary,no,60,3122,no,no,telephone,18,aug,51,12,-1,0,unknown,no
management,divorced,tertiary,no,43,1413,yes,no,cellular,18,aug,116,9,-1,0,unknown,no
blue-collar,married,unknown,no,48,434,no,no,cellular,18,aug,73,6,-1,0,unknown,no
technician,married,secondary,no,46,1353,no,no,cellular,18,aug,528,5,-1,0,unknown,yes
blue-collar,married,secondary,no,46,5,no,no,cellular,18,aug,71,3,-1,0,unknown,no
blue-collar,married,secondary,no,57,490,yes,no,cellular,18,aug,70,5,-1,0,unknown,no
technician,divorced,secondary,no,51,2323,yes,yes,cellular,18,aug,151,10,-1,0,unknown,no
blue-collar,married,secondary,no,51,193,no,no,cellular,18,aug,146,5,-1,0,unknown,no
management,divorced,tertiary,no,36,1406,yes,no,cellular,18,aug,266,4,-1,0,unknown,no
services,married,secondary,no,46,0,no,no,cellular,18,aug,74,4,-1,0,unknown,no
management,married,tertiary,no,50,569,no,yes,cellular,18,aug,452,4,-1,0,unknown,no
blue-collar,married,primary,no,45,185,no,no,cellular,18,aug,34,14,-1,0,unknown,no
technician,married,secondary,no,34,96,no,no,cellular,18,aug,113,4,-1,0,unknown,no
services,married,secondary,no,45,1621,no,no,cellular,18,aug,122,8,-1,0,unknown,no
retired,married,primary,no,54,11,yes,yes,cellular,18,aug,48,10,-1,0,unknown,no
technician,married,secondary,no,36,110,no,no,cellular,18,aug,80,4,-1,0,unknown,no
management,single,tertiary,no,39,1914,no,no,cellular,18,aug,94,4,-1,0,unknown,no
services,married,secondary,no,56,4914,no,no,cellular,18,aug,70,4,-1,0,unknown,no
blue-collar,married,secondary,no,46,689,no,no,cellular,18,aug,121,7,-1,0,unknown,no
management,married,tertiary,no,34,176,no,no,cellular,18,aug,61,4,-1,0,unknown,no
blue-collar,married,secondary,no,55,1901,no,no,cellular,18,aug,143,4,-1,0,unknown,no
services,divorced,secondary,no,36,127,no,no,cellular,18,aug,172,3,-1,0,unknown,no
admin.,married,secondary,no,54,3398,yes,no,telephone,18,aug,71,4,-1,0,unknown,no
services,married,tertiary,no,35,4564,no,no,cellular,18,aug,45,6,-1,0,unknown,no
blue-collar,married,secondary,no,49,1157,no,no,cellular,18,aug,91,4,-1,0,unknown,no
management,single,tertiary,no,36,1283,no,no,cellular,18,aug,92,5,-1,0,unknown,no
housemaid,married,primary,no,57,50,no,no,cellular,18,aug,89,3,-1,0,unknown,no
admin.,married,secondary,no,55,512,no,no,cellular,18,aug,115,4,-1,0,unknown,no
services,divorced,secondary,no,48,297,no,no,cellular,18,aug,121,4,-1,0,unknown,no
management,divorced,tertiary,no,43,-173,no,yes,cellular,18,aug,119,7,-1,0,unknown,no
self-employed,married,secondary,no,37,3396,no,no,cellular,18,aug,69,6,-1,0,unknown,no
unemployed,married,tertiary,no,33,3335,no,no,cellular,18,aug,98,6,-1,0,unknown,no
unemployed,married,secondary,no,48,0,no,no,cellular,18,aug,195,3,-1,0,unknown,no
management,married,tertiary,no,36,324,no,no,cellular,18,aug,104,4,-1,0,unknown,no
self-employed,married,tertiary,no,44,8402,yes,no,cellular,18,aug,515,5,-1,0,unknown,no
management,single,tertiary,no,35,2306,no,no,cellular,18,aug,86,7,-1,0,unknown,no
management,divorced,tertiary,no,35,0,no,no,cellular,18,aug,100,6,-1,0,unknown,no
blue-collar,married,secondary,no,58,0,no,no,cellular,18,aug,27,17,-1,0,unknown,no
self-employed,single,tertiary,no,42,1225,no,no,cellular,18,aug,104,3,-1,0,unknown,no
services,single,secondary,no,55,987,no,no,cellular,18,aug,63,4,-1,0,unknown,no
management,married,tertiary,no,36,6,yes,no,cellular,18,aug,166,3,-1,0,unknown,no
blue-collar,married,secondary,no,60,5450,no,no,cellular,18,aug,113,4,-1,0,unknown,no
management,divorced,tertiary,no,55,0,no,no,cellular,18,aug,309,4,-1,0,unknown,yes
management,married,tertiary,no,52,52,no,yes,cellular,18,aug,124,4,-1,0,unknown,no
admin.,married,tertiary,no,47,1979,no,no,cellular,18,aug,207,6,-1,0,unknown,no
management,single,tertiary,no,35,1635,no,no,cellular,18,aug,90,6,-1,0,unknown,no
blue-collar,married,primary,no,48,2227,no,no,cellular,18,aug,98,12,-1,0,unknown,no
management,married,tertiary,no,31,927,no,no,cellular,18,aug,100,4,-1,0,unknown,no
management,single,tertiary,no,32,1117,no,no,cellular,18,aug,219,4,-1,0,unknown,no
management,single,tertiary,no,32,-217,yes,yes,cellular,18,aug,129,4,-1,0,unknown,no
management,single,tertiary,no,30,1077,no,no,cellular,18,aug,128,4,-1,0,unknown,no
technician,single,tertiary,no,34,332,no,no,cellular,18,aug,75,7,-1,0,unknown,no
management,divorced,tertiary,no,42,624,no,no,cellular,18,aug,75,5,-1,0,unknown,no
admin.,single,tertiary,no,30,1535,no,no,cellular,18,aug,67,4,-1,0,unknown,no
housemaid,married,primary,no,55,211,no,no,cellular,18,aug,111,3,-1,0,unknown,no
technician,married,secondary,no,51,2242,no,no,cellular,18,aug,498,3,-1,0,unknown,no
housemaid,married,secondary,no,46,1000,no,no,cellular,18,aug,96,11,-1,0,unknown,no
management,divorced,secondary,no,48,3324,no,no,cellular,18,aug,203,4,-1,0,unknown,no
blue-collar,married,primary,no,47,362,yes,no,cellular,18,aug,111,8,-1,0,unknown,no
management,married,tertiary,no,48,288,no,no,cellular,18,aug,585,3,-1,0,unknown,no
management,married,tertiary,no,45,4112,no,no,cellular,18,aug,140,13,-1,0,unknown,no
entrepreneur,married,tertiary,no,23,489,no,yes,cellular,18,aug,235,4,-1,0,unknown,no
retired,married,secondary,no,60,8121,yes,yes,cellular,18,aug,98,7,-1,0,unknown,no
blue-collar,married,primary,no,56,3206,no,no,cellular,18,aug,129,3,-1,0,unknown,no
technician,single,secondary,no,30,796,yes,yes,cellular,18,aug,315,4,-1,0,unknown,no
housemaid,married,primary,no,59,1100,no,no,cellular,18,aug,147,10,-1,0,unknown,no
technician,single,secondary,no,54,473,yes,no,cellular,18,aug,134,6,-1,0,unknown,no
management,married,tertiary,no,34,0,no,no,cellular,18,aug,431,6,-1,0,unknown,no
technician,married,secondary,no,51,219,no,no,telephone,18,aug,63,2,-1,0,unknown,no
admin.,married,unknown,no,49,1101,no,no,cellular,18,aug,29,3,-1,0,unknown,no
technician,single,secondary,no,31,0,no,no,cellular,18,aug,93,2,-1,0,unknown,no
technician,married,secondary,no,47,1219,no,no,cellular,18,aug,697,4,-1,0,unknown,yes
technician,married,tertiary,no,33,5641,no,no,cellular,18,aug,168,2,-1,0,unknown,no
technician,married,secondary,no,33,804,no,yes,telephone,18,aug,212,2,-1,0,unknown,no
management,married,tertiary,no,54,3797,no,no,telephone,18,aug,253,2,-1,0,unknown,no
technician,married,secondary,no,42,1018,no,no,cellular,18,aug,280,2,-1,0,unknown,no
self-employed,married,tertiary,no,60,3,no,no,cellular,18,aug,80,2,-1,0,unknown,no
technician,married,secondary,no,41,335,no,no,cellular,18,aug,169,3,-1,0,unknown,no
blue-collar,married,primary,no,49,1798,yes,yes,telephone,18,aug,209,2,-1,0,unknown,no
blue-collar,married,secondary,no,57,1404,no,no,cellular,18,aug,119,7,-1,0,unknown,no
management,single,tertiary,no,60,0,no,no,telephone,18,aug,161,2,-1,0,unknown,no
management,married,tertiary,no,43,13044,no,no,cellular,18,aug,36,4,-1,0,unknown,no
blue-collar,married,primary,no,48,199,no,no,telephone,18,aug,29,2,-1,0,unknown,no
technician,single,tertiary,no,33,389,no,no,telephone,18,aug,79,2,-1,0,unknown,no
management,married,tertiary,no,40,2935,yes,no,cellular,18,aug,192,2,-1,0,unknown,no
management,single,tertiary,no,55,1097,no,no,telephone,18,aug,199,2,-1,0,unknown,no
blue-collar,married,primary,no,54,0,no,no,cellular,18,aug,144,2,-1,0,unknown,no
housemaid,married,primary,no,33,813,no,no,telephone,18,aug,331,2,-1,0,unknown,no
management,married,tertiary,no,50,5124,yes,no,cellular,18,aug,111,2,-1,0,unknown,no
management,single,tertiary,no,31,350,no,no,cellular,18,aug,471,2,-1,0,unknown,no
retired,married,primary,no,60,0,no,no,cellular,18,aug,142,3,-1,0,unknown,no
technician,married,secondary,no,45,1629,no,no,cellular,18,aug,58,4,-1,0,unknown,no
management,married,tertiary,no,43,41630,no,no,cellular,18,aug,68,4,-1,0,unknown,no
management,single,tertiary,no,33,134,no,no,cellular,18,aug,79,2,-1,0,unknown,no
management,single,tertiary,no,30,1541,no,no,cellular,18,aug,471,8,-1,0,unknown,yes
services,divorced,secondary,no,58,796,no,no,cellular,18,aug,102,7,-1,0,unknown,no
technician,married,tertiary,no,33,602,yes,no,cellular,18,aug,87,6,-1,0,unknown,no
self-employed,married,tertiary,no,37,129,no,no,cellular,18,aug,128,2,-1,0,unknown,no
technician,married,secondary,no,33,79,yes,no,cellular,18,aug,170,6,-1,0,unknown,no
management,divorced,tertiary,no,42,1064,no,no,cellular,18,aug,101,2,-1,0,unknown,no
housemaid,married,secondary,no,60,1211,no,no,telephone,18,aug,268,2,-1,0,unknown,no
technician,divorced,secondary,no,47,236,no,no,cellular,18,aug,263,4,-1,0,unknown,no
management,married,tertiary,no,39,429,no,no,cellular,18,aug,80,6,-1,0,unknown,no
management,married,tertiary,no,43,1253,no,yes,cellular,18,aug,52,3,-1,0,unknown,no
services,married,primary,no,54,392,no,no,cellular,18,aug,254,8,-1,0,unknown,no
management,married,tertiary,no,55,0,no,yes,telephone,18,aug,201,11,-1,0,unknown,no
admin.,divorced,secondary,no,56,985,no,yes,cellular,18,aug,150,2,-1,0,unknown,no
management,married,tertiary,no,44,1764,no,no,cellular,18,aug,70,2,-1,0,unknown,no
blue-collar,married,primary,no,50,9202,no,no,cellular,18,aug,204,7,-1,0,unknown,no
technician,divorced,tertiary,no,32,3628,no,no,cellular,18,aug,130,2,-1,0,unknown,no
technician,married,secondary,no,35,23876,no,no,cellular,18,aug,191,2,-1,0,unknown,no
technician,married,tertiary,no,41,139,no,no,cellular,18,aug,781,2,-1,0,unknown,no
management,divorced,tertiary,no,39,3575,no,yes,cellular,18,aug,74,3,-1,0,unknown,no
technician,single,secondary,no,32,82,no,no,cellular,18,aug,66,4,-1,0,unknown,no
management,divorced,tertiary,no,46,302,no,no,cellular,18,aug,80,13,-1,0,unknown,no
technician,divorced,secondary,no,32,2870,no,no,cellular,18,aug,91,4,-1,0,unknown,no
retired,married,primary,no,61,0,yes,yes,telephone,18,aug,280,13,-1,0,unknown,no
management,married,tertiary,no,52,3732,no,no,telephone,18,aug,212,2,-1,0,unknown,no
technician,married,secondary,no,32,0,yes,no,cellular,18,aug,143,4,-1,0,unknown,no
management,married,tertiary,no,59,3779,no,no,cellular,18,aug,93,3,-1,0,unknown,no
housemaid,married,primary,no,35,0,no,no,cellular,18,aug,65,3,-1,0,unknown,no
management,married,tertiary,no,32,1969,no,no,cellular,18,aug,271,8,-1,0,unknown,no
technician,married,secondary,no,30,239,yes,no,cellular,18,aug,199,8,-1,0,unknown,no
management,married,tertiary,no,54,2883,no,no,cellular,18,aug,1126,5,-1,0,unknown,no
management,single,secondary,no,30,2143,yes,yes,cellular,18,aug,514,10,-1,0,unknown,no
management,married,tertiary,no,30,10639,no,no,cellular,18,aug,75,2,-1,0,unknown,no
management,single,tertiary,no,31,41,yes,no,cellular,18,aug,392,2,-1,0,unknown,no
management,single,tertiary,yes,51,-55,yes,no,cellular,18,aug,119,6,-1,0,unknown,no
management,married,tertiary,no,52,1134,yes,no,cellular,18,aug,151,4,-1,0,unknown,no
management,married,tertiary,no,39,3913,no,no,cellular,18,aug,150,4,-1,0,unknown,no
management,married,tertiary,no,40,42,no,yes,cellular,18,aug,215,6,-1,0,unknown,no
technician,single,tertiary,no,32,2481,no,no,cellular,18,aug,547,11,-1,0,unknown,no
technician,married,secondary,no,48,14148,yes,no,cellular,18,aug,85,2,-1,0,unknown,no
blue-collar,married,secondary,no,54,548,no,no,cellular,18,aug,520,7,-1,0,unknown,yes
technician,married,secondary,no,45,376,no,yes,cellular,18,aug,86,2,-1,0,unknown,no
blue-collar,married,secondary,no,49,1350,no,no,cellular,18,aug,22,2,-1,0,unknown,no
technician,divorced,secondary,no,31,431,yes,yes,cellular,18,aug,75,2,-1,0,unknown,no
management,married,tertiary,no,46,3115,no,no,cellular,18,aug,134,2,-1,0,unknown,no
blue-collar,married,primary,no,52,4660,no,no,cellular,18,aug,82,3,-1,0,unknown,no
housemaid,married,primary,no,55,0,no,no,cellular,18,aug,984,2,-1,0,unknown,no
blue-collar,married,primary,no,50,8139,yes,no,cellular,18,aug,256,6,-1,0,unknown,no
self-employed,married,secondary,no,45,0,no,no,cellular,18,aug,249,6,-1,0,unknown,no
services,married,secondary,no,53,4994,no,no,cellular,18,aug,62,6,-1,0,unknown,no
management,single,tertiary,no,31,11821,no,no,cellular,18,aug,384,11,-1,0,unknown,yes
technician,single,tertiary,no,32,548,no,no,cellular,18,aug,377,7,-1,0,unknown,no
management,married,tertiary,no,46,473,yes,no,cellular,18,aug,201,4,-1,0,unknown,no
technician,single,tertiary,no,36,53,no,yes,cellular,18,aug,64,7,-1,0,unknown,no
management,married,tertiary,no,40,0,no,no,cellular,18,aug,261,7,-1,0,unknown,no
management,divorced,tertiary,no,31,254,no,no,cellular,18,aug,1576,8,-1,0,unknown,yes
blue-collar,married,primary,no,52,9804,yes,yes,cellular,18,aug,155,4,-1,0,unknown,no
blue-collar,married,primary,no,45,47,no,yes,cellular,18,aug,128,4,-1,0,unknown,no
blue-collar,married,primary,no,48,583,no,no,cellular,18,aug,260,8,-1,0,unknown,no
management,married,tertiary,no,39,2226,yes,no,cellular,18,aug,103,8,-1,0,unknown,no
technician,single,secondary,no,33,199,no,no,cellular,18,aug,178,4,-1,0,unknown,no
technician,single,tertiary,no,46,4414,no,no,cellular,18,aug,504,7,-1,0,unknown,yes
technician,single,secondary,no,30,19,yes,no,cellular,18,aug,16,15,-1,0,unknown,no
entrepreneur,married,tertiary,no,32,598,no,no,cellular,18,aug,135,6,-1,0,unknown,no
technician,married,secondary,no,48,427,no,no,cellular,18,aug,202,14,-1,0,unknown,no
management,single,tertiary,no,34,757,no,no,cellular,18,aug,37,4,-1,0,unknown,no
technician,married,secondary,no,45,-374,no,yes,cellular,18,aug,149,5,-1,0,unknown,no
housemaid,married,primary,no,60,1043,no,no,cellular,18,aug,1364,4,-1,0,unknown,no
management,married,secondary,no,61,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes
services,married,secondary,no,46,250,no,no,cellular,18,aug,166,6,-1,0,unknown,no
blue-collar,married,primary,no,52,2977,no,no,cellular,18,aug,286,5,-1,0,unknown,no
blue-collar,married,secondary,no,56,324,no,no,cellular,18,aug,213,5,-1,0,unknown,no
management,divorced,secondary,no,50,-35,yes,no,cellular,18,aug,207,5,-1,0,unknown,no
technician,divorced,secondary,no,38,1221,yes,yes,cellular,18,aug,73,7,-1,0,unknown,no
blue-collar,married,primary,no,49,418,no,no,cellular,18,aug,1559,7,-1,0,unknown,no
retired,married,primary,no,58,1241,no,no,cellular,18,aug,194,2,-1,0,unknown,yes
management,divorced,tertiary,no,35,771,yes,yes,cellular,18,aug,221,5,-1,0,unknown,no
technician,single,tertiary,no,43,140,no,no,cellular,18,aug,192,7,-1,0,unknown,no
self-employed,married,tertiary,no,33,576,yes,no,cellular,18,aug,304,3,-1,0,unknown,no
management,single,tertiary,no,30,0,no,no,cellular,18,aug,124,3,-1,0,unknown,no
management,divorced,tertiary,no,43,171,no,no,cellular,18,aug,67,2,-1,0,unknown,no
management,single,tertiary,no,35,0,no,no,cellular,18,aug,276,5,-1,0,unknown,no
technician,single,secondary,no,36,2603,yes,no,cellular,18,aug,174,5,-1,0,unknown,no
technician,married,secondary,no,35,548,no,no,cellular,18,aug,457,11,-1,0,unknown,no
blue-collar,married,secondary,no,47,665,no,no,cellular,18,aug,885,3,-1,0,unknown,no
technician,divorced,secondary,no,47,2914,yes,no,cellular,18,aug,405,13,-1,0,unknown,no
technician,single,tertiary,no,30,2832,no,no,cellular,18,aug,350,6,-1,0,unknown,no
technician,married,secondary,no,52,0,no,no,cellular,18,aug,395,4,-1,0,unknown,no
blue-collar,married,secondary,no,51,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,no
self-employed,married,secondary,no,33,173,no,no,cellular,18,aug,26,5,-1,0,unknown,no
housemaid,married,primary,no,32,2678,no,no,cellular,18,aug,779,9,-1,0,unknown,no
technician,divorced,secondary,no,38,276,no,no,cellular,18,aug,92,14,-1,0,unknown,no
technician,divorced,secondary,no,34,0,yes,yes,cellular,18,aug,374,16,-1,0,unknown,no
technician,single,secondary,no,33,12177,no,no,cellular,18,aug,76,5,-1,0,unknown,no
services,divorced,primary,no,52,-644,no,no,cellular,18,aug,119,3,-1,0,unknown,no
technician,married,secondary,no,41,2851,no,no,cellular,18,aug,296,3,-1,0,unknown,no
technician,single,tertiary,no,32,20,yes,yes,cellular,18,aug,193,5,-1,0,unknown,no
management,single,secondary,no,31,0,no,no,cellular,18,aug,87,7,-1,0,unknown,no
management,single,secondary,no,30,209,no,no,cellular,18,aug,243,9,-1,0,unknown,no
technician,married,tertiary,no,45,121,no,no,cellular,18,aug,835,4,-1,0,unknown,no
self-employed,married,secondary,no,38,173,no,no,cellular,18,aug,205,4,-1,0,unknown,no
technician,single,secondary,no,37,1435,no,no,cellular,18,aug,724,16,-1,0,unknown,yes
technician,married,tertiary,no,48,9207,no,no,cellular,18,aug,445,3,-1,0,unknown,no
management,single,tertiary,no,37,2074,no,no,cellular,18,aug,244,2,-1,0,unknown,no
technician,married,secondary,no,44,366,no,yes,cellular,18,aug,212,12,-1,0,unknown,no
technician,married,secondary,no,45,256,no,no,cellular,18,aug,119,7,-1,0,unknown,no
technician,single,secondary,no,31,3701,no,no,cellular,18,aug,709,3,-1,0,unknown,no
management,single,tertiary,no,32,1966,no,no,cellular,18,aug,176,3,-1,0,unknown,no
management,married,tertiary,no,43,0,no,no,cellular,18,aug,241,5,-1,0,unknown,no
blue-collar,married,primary,no,46,2653,no,no,cellular,18,aug,314,4,-1,0,unknown,no
technician,married,secondary,no,40,169,yes,no,cellular,18,aug,43,4,-1,0,unknown,no
management,single,tertiary,yes,33,-5,no,no,cellular,18,aug,127,4,-1,0,unknown,no
admin.,married,secondary,no,58,451,no,no,cellular,18,aug,729,5,-1,0,unknown,no
services,married,tertiary,no,49,306,yes,no,cellular,18,aug,285,7,-1,0,unknown,no
services,married,primary,no,60,808,no,no,cellular,18,aug,393,3,-1,0,unknown,no
technician,married,secondary,no,35,150,no,no,cellular,18,aug,242,5,-1,0,unknown,no
blue-collar,married,unknown,no,56,0,no,no,cellular,18,aug,82,3,-1,0,unknown,no
services,married,secondary,no,54,3601,no,no,telephone,18,aug,238,3,-1,0,unknown,no
management,single,tertiary,no,30,3045,no,no,cellular,18,aug,189,7,-1,0,unknown,no
technician,single,tertiary,no,37,453,no,no,cellular,18,aug,129,4,-1,0,unknown,no
